url,prompt,output
www.comon-invent.com/,Description,Comon Invent is a b2b service provider offering all services required to operate and maintain wireless eNose networks.
www.comon-invent.com/,DB Rank,"825,786"
www.comon-invent.com/,Website,www.comon-invent.com/
www.comon-invent.com/,Operating Status,Active
www.comon-invent.com/,Phone Number,31-15-2855399
www.comon-invent.com/,Contact Email,info@comon-invent.com
www.comon-invent.com/,Actively Hiring,info@comon-invent.com
www.comon-invent.com/,Industry Groups,"Other, Professional Services"
www.comon-invent.com/,Twitter,https://twitter.com/aanmelder
www.comon-invent.com/,Facebook,https://www.facebook.com/DIANA-FEA-BV-214416292081953/
www.comon-invent.com/,LinkedIn,https://www.linkedin.com/company/brise-care-b.v.
www.thetimcompany.com,Organization Name,The TIM Company
www.thetimcompany.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.thetimcompany.com,Industries,"Biotechnology, Chemical, Market Research"
www.thetimcompany.com,Description,"The TIM Company is a market research firm that develops medicines, chemicals, and food products."
www.thetimcompany.com,DB Rank,"827,494"
www.thetimcompany.com,Founded Date,Jan 2020
www.thetimcompany.com,Website,www.thetimcompany.com
www.thetimcompany.com,Operating Status,Active
www.thetimcompany.com,Phone Number,+31-888-488-588
www.thetimcompany.com,Contact Email,info@theTIMcompany.com
www.thetimcompany.com,Actively Hiring,info@theTIMcompany.com
www.thetimcompany.com,Industry Groups,"Biotechnology, Data and Analytics, Design, Science and Engineering"
www.thetimcompany.com,Twitter,https://twitter.com/dianafeabv
www.thetimcompany.com,Facebook,https://www.facebook.com/pg/your.E.Trailer/
www.thetimcompany.com,LinkedIn,https://in.linkedin.com/company/calcasa
www.parapy.nl/,Organization Name,ParaPy
www.parapy.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.parapy.nl/,Industries,"Information Services, Information Technology, Software"
www.parapy.nl/,Description,"ParaPy allows engineers to build parametric, rule-based software applications that automate simulation-driven engineering design processes."
www.parapy.nl/,DB Rank,"831,680"
www.parapy.nl/,Website,www.parapy.nl/
www.parapy.nl/,Operating Status,Active
www.parapy.nl/,Phone Number,(+31) 015 744 0101
www.parapy.nl/,Contact Email,info@parapy.nl
www.parapy.nl/,Actively Hiring,info@parapy.nl
www.parapy.nl/,Full Description,"ParaPy allows engineers to build parametric, rule-based software applications that automate simulation-driven engineering design processes. The company's unique modeling language enables developers to capture engineering logic in a high-level, re-usable manner without distractions. Let our language deal with order, dependencies and memory. ParaPy provides dedicated toolboxes for automated CAD modelling, meshing and integration with CAE software."
www.parapy.nl/,Industry Groups,"Information Technology, Software"
www.parapy.nl/,Twitter,https://www.twitter.com/clingraph
www.parapy.nl/,Facebook,https://www.facebook.com/marquakecorp
www.parapy.nl/,LinkedIn,https://www.linkedin.com/company/pieter-van-foreest/
www.Brisecare.com,Organization Name,BRISE Care B.V.
www.Brisecare.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.Brisecare.com,Industries,"Health Care, Home Health Care, Personal Health"
www.Brisecare.com,Description,BRISE is the world's first air purifier with A.I. technology
www.Brisecare.com,DB Rank,"832,939"
www.Brisecare.com,Website,www.Brisecare.com
www.Brisecare.com,Operating Status,Active
www.Brisecare.com,Phone Number,(015)800-0240
www.Brisecare.com,Contact Email,kchang@Brisecare.com
www.Brisecare.com,Actively Hiring,kchang@Brisecare.com
www.Brisecare.com,Full Description,BRISE is an air purifier with A.I. technology.
www.Brisecare.com,Industry Groups,Health Care
www.Brisecare.com,Founders,"Kerwin Chang, Ulrich Pabst"
www.Brisecare.com,Twitter,https://www.twitter.com/marquakecorp
www.Brisecare.com,Facebook,https://www.facebook.com/OmgevingsAlert/
www.Brisecare.com,LinkedIn,https://www.linkedin.com/company/ruitenburg-accountants-en-adviseurs/
www.delftdynamics.nl/,Organization Name,Delft Dynamics
www.delftdynamics.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.delftdynamics.nl/,Industries,"Drones, Robotics"
www.delftdynamics.nl/,Description,Delft Dynamics design and build robot helicopters.
www.delftdynamics.nl/,DB Rank,"835,479"
www.delftdynamics.nl/,Website,www.delftdynamics.nl/
www.delftdynamics.nl/,Estimated Revenue,Less than $1M
www.delftdynamics.nl/,Operating Status,Active
www.delftdynamics.nl/,Phone Number,+31157111009
www.delftdynamics.nl/,Contact Email,info@delftdynamics.nl
www.delftdynamics.nl/,Actively Hiring,info@delftdynamics.nl
www.delftdynamics.nl/,Full Description,"Besides designing and building robot helicopters such as the RH2 Stern, Delft Dynamics also carries out engineering assignments, making use of years of experience in the fields of hardware and software integration, real-time simulation and control design. To increase the applicability of unmanned systems, Delft Dynamics carries out research projects on a regular basis with research institutes and end-users. In these projects, the extensive experience and knowledge of unmanned helicopters as well as the availibility of adaptable test-platforms of Delft Dynamics prove very usefull."
www.delftdynamics.nl/,Industry Groups,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software"
www.delftdynamics.nl/,Twitter,https://twitter.com/embeddedacousti
www.delftdynamics.nl/,Facebook,https://www.facebook.com/ConnektNL
www.delftdynamics.nl/,LinkedIn,https://www.linkedin.com/company/bexter-it
www.slimapplications.com/,Organization Name,SLIM Applications
www.slimapplications.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.slimapplications.com/,Industries,"Document Management, Email, Information Technology, Software"
www.slimapplications.com/,Description,"Slim Applications offers email manager, explorer and LL navigator products."
www.slimapplications.com/,DB Rank,"836,437"
www.slimapplications.com/,Website,www.slimapplications.com/
www.slimapplications.com/,Operating Status,Active
www.slimapplications.com/,Contact Email,info@slimapplications.com
www.slimapplications.com/,Actively Hiring,info@slimapplications.com
www.slimapplications.com/,Industry Groups,"Information Technology, Internet Services, Messaging and Telecommunications, Software"
www.slimapplications.com/,Twitter,https://twitter.com/OmgevingsAlert
www.slimapplications.com/,Facebook,https://www.facebook.com/ContactWorx
www.slimapplications.com/,LinkedIn,https://www.linkedin.com/company/ce-delft/
www.calcasa.nl,Organization Name,Calcasa
www.calcasa.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.calcasa.nl,Industries,Financial Services
www.calcasa.nl,Description,Calcasa is a provider of automated property valuations and statistical market analysis.
www.calcasa.nl,DB Rank,"837,133"
www.calcasa.nl,Website,www.calcasa.nl
www.calcasa.nl,Operating Status,Active
www.calcasa.nl,Phone Number,+31 (015) 214 88 34
www.calcasa.nl,Full Description,"Calcasa is a provider of automated property valuations and statistical market analysis. The Calcasa Automated Valuation Model (AVM) for valuation of individual homes is unique due to its high coverage and accuracy. It is internationally recognized by the three major rating agencies and regulators. Mortgage lenders, investors, intermediaries, validation institutes, housing corporations, consumer organizations, real estate companies, broker organizations, government agencies and regulators rely daily on the solutions Calcasa provide."
www.calcasa.nl,Industry Groups,Financial Services
www.calcasa.nl,Founders,"Bas Meeuwissen, Evert Van de Wauwer"
www.calcasa.nl,Twitter,https://twitter.com/connektnl
www.calcasa.nl,Facebook,https://www.facebook.com/bakerhughesinc
www.calcasa.nl,LinkedIn,https://www.linkedin.com/company/249495
pietervanforeest.nl/,Organization Name,Pieter van Foreest
pietervanforeest.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
pietervanforeest.nl/,Industries,"Health Care, Hospital"
pietervanforeest.nl/,Description,"Pieter van Foreest offers a wide and flexible package of services for the elderly in the field of housing, care, treatment and welfare."
pietervanforeest.nl/,DB Rank,"843,754"
pietervanforeest.nl/,Website,pietervanforeest.nl/
pietervanforeest.nl/,Operating Status,Active
pietervanforeest.nl/,Phone Number,+31 15 515 5000
pietervanforeest.nl/,Contact Email,info@pietervanforeest.nl
pietervanforeest.nl/,Actively Hiring,info@pietervanforeest.nl
pietervanforeest.nl/,Industry Groups,Health Care
pietervanforeest.nl/,Number of Employees,1001-5000
pietervanforeest.nl/,Twitter,https://twitter.com/advier
pietervanforeest.nl/,Facebook,https://www.facebook.com/mobycon/
pietervanforeest.nl/,LinkedIn,https://www.linkedin.com/company/jiaco-instruments/
slimygreenstuff.com/,Organization Name,Slimy Green Stuff
slimygreenstuff.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
slimygreenstuff.com/,Industries,"Environmental Engineering, GreenTech, Manufacturing, Renewable Energy"
slimygreenstuff.com/,Description,Slimy Green Stuff expertise in biopolymer production and develops sustainable applications and products with emphasis on green environment.
slimygreenstuff.com/,DB Rank,"850,672"
slimygreenstuff.com/,Website,slimygreenstuff.com/
slimygreenstuff.com/,Operating Status,Active
slimygreenstuff.com/,Phone Number,31152784350
slimygreenstuff.com/,Contact Email,R.Gelderblom@tudelft.nl
slimygreenstuff.com/,Actively Hiring,R.Gelderblom@tudelft.nl
slimygreenstuff.com/,Industry Groups,"Energy, Manufacturing, Science and Engineering, Sustainability"
slimygreenstuff.com/,Twitter,https://twitter.com/gemvision
slimygreenstuff.com/,LinkedIn,http://www.linkedin.com/company/766184
www.ruitenburg.nu/,Organization Name,Ruitenburg adviseurs & accountants
www.ruitenburg.nu/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.ruitenburg.nu/,Industries,"Accounting, Advice, Consulting"
www.ruitenburg.nu/,Description,Ruitenburg is a accounting firm.
www.ruitenburg.nu/,DB Rank,"871,139"
www.ruitenburg.nu/,Website,www.ruitenburg.nu/
www.ruitenburg.nu/,Operating Status,Active
www.ruitenburg.nu/,Phone Number,+31 15 212 1111
www.ruitenburg.nu/,Contact Email,info@ruitenburg.nu
www.ruitenburg.nu/,Actively Hiring,info@ruitenburg.nu
www.ruitenburg.nu/,Full Description,"Ruitenburg is a consultancy and accountancy firm that advises entrepreneurs and helps them. They ensure that all tax obligations are met. They offer services in merger and acquisition, auditor's audit, estate, and financial planning, real estate, financing, pension and insurance, innovation and subsidy, and more."
www.ruitenburg.nu/,Industry Groups,"Financial Services, Media and Entertainment, Professional Services"
www.ruitenburg.nu/,Number of Employees,251-500
www.ruitenburg.nu/,Twitter,https://www.twitter.com/bhinc
www.ruitenburg.nu/,LinkedIn,https://www.linkedin.com/company/aanmelder-nl/
bexter.nl/,Organization Name,Bexter
bexter.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
bexter.nl/,Industries,"Asset Management, Packaging Services, Software, Supply Chain Management"
bexter.nl/,Description,Bexter is an international market company that provides software solutions for returnable transit packaging management.
bexter.nl/,DB Rank,"892,853"
bexter.nl/,Website,bexter.nl/
bexter.nl/,Operating Status,Active
bexter.nl/,Phone Number,+31 015 750 10 50
bexter.nl/,Contact Email,hallo@bexter.nl
bexter.nl/,Actively Hiring,hallo@bexter.nl
bexter.nl/,Full Description,"Bexter is an international market company that provides software solutions for returnable transit packaging management. BEXTER enables companies of all sizes to gain more control over their valuable transport items, streamline their processes, and prevent unnecessary losses. Its solutions are used by more than 15,000 users in over 20 countries and support the management of more than 4,500 different types of returnable transport items (RTIs), representing a value of more than €1 billion. It was founded in 1998 and is located in Delft, Zuid-Holland."
bexter.nl/,Industry Groups,"Administrative Services, Financial Services, Software, Transportation"
bexter.nl/,Founders,Tom Klein
bexter.nl/,Twitter,https://twitter.com/mobycon
bexter.nl/,LinkedIn,https://www.linkedin.com/company/diana-fea-bv/
www.seastate5.com,Organization Name,SeaState5
www.seastate5.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.seastate5.com,Industries,"CRM, Energy, Food and Beverage, Information Technology, Marine Technology, Renewable Energy"
www.seastate5.com,Description,A fresh wind in offshore technology
www.seastate5.com,DB Rank,"901,415"
www.seastate5.com,Website,www.seastate5.com
www.seastate5.com,Estimated Revenue,$1M to $10M
www.seastate5.com,Operating Status,Active
www.seastate5.com,Contact Email,info@seastate5.com
www.seastate5.com,Actively Hiring,info@seastate5.com
www.seastate5.com,Full Description,SeaState5 develops high-tech maritime products that push the boundaries of current technologies.
www.seastate5.com,Industry Groups,"Energy, Food and Beverage, Information Technology, Sales and Marketing, Science and Engineering, Software, Sustainability"
